#Exudyn implicit second order time integration sensor output file
#measure Body number = 2
#OutputVariableType = Position
#simulation started = 2024-08-03,15:54:17
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 3
#Exudyn version = 1.8.52.dev1; Python3.9.18; Windows AVX2 FLOAT64
#
0,0.5,1,0.5
0.01,0.5000059946,1,0.5
0.02,0.5000239856,0.9999999997,0.5
0.03,0.5000539941,0.9999999985,0.5
0.04,0.5000960553,0.9999999954,0.5
0.05,0.5001502188,0.9999999887,0.5
0.06,0.5002165483,0.9999999766,0.5
0.07,0.5002951218,0.9999999565,0.5
0.08,0.5003860316,0.9999999255,0.5
0.09,0.5004893847,0.9999998803,0.5
0.1,0.5006053027,0.9999998168,0.5
0.11,0.5007339219,0.9999997307,0.5
0.12,0.5008753936,0.9999996168,0.5
0.13,0.5010298841,0.9999994697,0.5
0.14,0.5011975752,0.9999992829,0.5
0.15,0.501378664,0.9999990496,0.5
0.16,0.5015733635,0.9999987623,0.5
0.17,0.5017819027,0.9999984124,0.5
0.18,0.5020045269,0.9999979909,0.5
0.19,0.5022414978,0.9999974878,0.5
0.2,0.5024930942,0.9999968922,0.5
0.21,0.5027596118,0.9999961923,0.5
0.22,0.5030413641,0.999995375,0.5
0.23,0.5033386824,0.9999944266,0.5
0.24,0.5036519164,0.9999933317,0.5
0.25,0.5039814342,0.9999920741,0.5
0.26,0.5043276234,0.9999906358,0.5
0.27,0.5046908909,0.9999889977,0.5
0.28,0.505071664,0.999987139,0.5
0.29,0.5054703902,0.9999850373,0.5
0.3,0.5058875383,0.9999826683,0.5
0.31,0.5063235987,0.9999800058,0.5
0.32,0.506779084,0.9999770217,0.5
0.33,0.5072545296,0.9999736856,0.5
0.34,0.5077504943,0.9999699645,0.5
0.35,0.508267561,0.9999658231,0.5
0.36,0.5088063375,0.9999612235,0.5
0.37,0.5093674567,0.9999561244,0.5
0.38,0.5099515782,0.9999504818,0.5
0.39,0.5105593881,0.9999442481,0.5
0.4,0.5111916007,0.9999373721,0.5
0.41,0.5118489585,0.9999297986,0.5
0.42,0.5125322338,0.9999214685,0.5
0.43,0.5132422289,0.9999123178,0.5
0.44,0.5139797778,0.9999022781,0.5
0.45,0.5147457463,0.9998912756,0.5
0.46,0.5155410339,0.9998792308,0.5
0.47,0.5163665739,0.9998660587,0.5
0.48,0.5172233354,0.9998516674,0.5
0.49,0.5181123236,0.9998359584,0.5
0.5,0.5190345817,0.9998188259,0.5
0.51,0.5199911912,0.9998001562,0.5
0.52,0.5209832741,0.9997798269,0.5
0.53,0.5220119936,0.9997577067,0.5
0.54,0.5230785555,0.9997336547,0.5
0.55,0.5241842096,0.9997075192,0.5
0.56,0.5253302511,0.9996791377,0.5
0.57,0.5265180222,0.9996483354,0.5
0.58,0.5277489135,0.9996149248,0.5
0.59,0.5290243654,0.9995787044,0.5
0.6,0.53034587,0.999539458,0.5
0.61,0.5317149727,0.9994969537,0.5
0.62,0.5331332735,0.9994509424,0.5
0.63,0.5346024296,0.9994011566,0.5
0.64,0.5361241562,0.9993473097,0.5
0.65,0.5377002291,0.9992890937,0.5
0.66,0.5393324866,0.9992261783,0.5
0.67,0.541022831,0.9991582094,0.5
0.68,0.5427732311,0.9990848066,0.5
0.69,0.544585724,0.9990055622,0.5
0.7,0.5464624174,0.9989200387,0.5
0.71,0.5484054919,0.9988277671,0.5
0.72,0.5504172029,0.9987282441,0.5
0.73,0.5524998833,0.9986209302,0.5
0.74,0.5546559456,0.9985052467,0.5
0.75,0.5568878847,0.998380573,0.5
0.76,0.5591982798,0.998246244,0.5
0.77,0.5615897972,0.9981015464,0.5
0.78,0.5640651931,0.9979457155,0.5
0.79,0.5666273159,0.9977779316,0.5
0.8,0.5692791088,0.9975973161,0.5
0.81,0.5720236128,0.9974029272,0.5
0.82,0.5748639692,0.9971937556,0.5
0.83,0.5778034221,0.9969687194,0.5
0.84,0.5808453219,0.9967266596,0.5
0.85,0.583993127,0.9964663339,0.5
0.86,0.5872504075,0.9961864115,0.5
0.87,0.5906208475,0.9958854663,0.5
0.88,0.5941082478,0.9955619708,0.5
0.89,0.5977165287,0.9952142885,0.5
0.9,0.6014497326,0.9948406665,0.5
0.91,0.6053120265,0.9944392274,0.5
0.92,0.6093077048,0.9940079606,0.5
0.93,0.6134411909,0.9935447127,0.5
0.94,0.6177170405,0.9930471783,0.5
0.95,0.6221399424,0.9925128888,0.5
0.96,0.6267147215,0.9919392014,0.5
0.97,0.6314463397,0.9913232872,0.5
0.98,0.6363398974,0.9906621182,0.5
0.99,0.6414006348,0.9899524537,0.5
1,0.646633932,0.9891908259,0.5
1.01,0.6520453099,0.9883735244,0.5
1.02,0.6576404294,0.9874965797,0.5
1.03,0.6634250908,0.9865557459,0.5
1.04,0.6694052325,0.9855464815,0.5
1.05,0.6755869285,0.9844639305,0.5
1.06,0.6819763859,0.9833029009,0.5
1.07,0.6885799405,0.9820578425,0.5
1.08,0.6954040524,0.9807228234,0.5
1.09,0.7024552999,0.9792915049,0.5
1.1,0.7097403717,0.9777571153,0.5
1.11,0.7172660587,0.9761124217,0.5
1.12,0.7250392435,0.9743497005,0.5
1.13,0.7330668881,0.9724607065,0.5
1.14,0.7413560197,0.9704366398,0.5
1.15,0.7499137146,0.9682681113,0.5
1.16,0.7587470792,0.9659451066,0.5
1.17,0.7678632287,0.963456948,0.5
1.18,0.7772692619,0.9607922545,0.5
1.19,0.7869722343,0.9579389003,0.5
1.2,0.7969791256,0.9548839715,0.5
1.21,0.8072968049,0.9516137209,0.5
1.22,0.81793199,0.9481135215,0.5
1.23,0.8288912031,0.9443678184,0.5
1.24,0.8401807203,0.9403600787,0.5
1.25,0.8518065153,0.9360727406,0.5
1.26,0.8637741975,0.9314871621,0.5
1.27,0.8760889421,0.9265835676,0.5
1.28,0.8887554133,0.9213409948,0.5
1.29,0.9017776794,0.915737242,0.5
1.3,0.9151591186,0.9097488149,0.5
1.31,0.9289023153,0.9033508753,0.5
1.32,0.9430089467,0.8965171907,0.5
1.33,0.9574796572,0.8892200871,0.5
1.34,0.9723139226,0.8814304048,0.5
1.35,0.9875098999,0.8731174592,0.5
1.36,1.003064265,0.8642490062,0.5
1.37,1.018972038,0.8547912165,0.5
1.38,1.035226387,0.8447086569,0.5
1.39,1.051818426,0.8339642826,0.5
1.4,1.068736991,0.8225194436,0.5
1.41,1.085968399,0.8103339035,0.5
1.42,1.103496195,0.7973658776,0.5
1.43,1.121300877,0.7835720903,0.5
1.44,1.139359608,0.7689078562,0.5
1.45,1.157645914,0.7533271879,0.5
1.46,1.176129357,0.7367829342,0.5
1.47,1.194775209,0.7192269525,0.5
1.48,1.213544098,0.70061032,0.5
1.49,1.232391658,0.6808835879,0.5
1.5,1.251268162,0.6599970836,0.5
1.51,1.270118158,0.6379012636,0.5
1.52,1.288880109,0.6145471285,0.5
1.53,1.30748603,0.5898866937,0.5
1.54,1.325861151,0.5638735316,0.5
1.55,1.343923597,0.5364633833,0.5
1.56,1.361584104,0.5076148451,0.5
1.57,1.37874577,0.4772901332,0.5
1.58,1.395303868,0.4454559278,0.5
1.59,1.411145724,0.4120842986,0.5
1.6,1.426150679,0.3771537087,0.5
1.61,1.440190147,0.3406500965,0.5
1.62,1.453127792,0.3025680281,0.5
1.63,1.464819841,0.2629119132,0.5
1.64,1.475115541,0.2216972731,0.5
1.65,1.483857797,0.178952045,0.5
1.66,1.490883992,0.1347179051,0.5
1.67,1.496027015,0.08905158598,0.5
1.68,1.499116511,0.04202616163,0.5
1.69,1.499980359,-0.006267732549,0.5
1.7,1.49844639,-0.05572078094,0.5
1.71,1.494344361,-0.1062040109,0.5
1.72,1.487508139,-0.1575680015,0.5
1.73,1.477778142,-0.209642326,0.5
1.74,1.46500397,-0.2622352737,0.5
1.75,1.449047219,-0.315133903,0.5
1.76,1.429784438,-0.3681044683,0.5
1.77,1.407110169,-0.4208932666,0.5
1.78,1.380940019,-0.4732279389,0.5
1.79,1.351213693,-0.5248192535,0.5
1.8,1.317897897,-0.5753633901,0.5
1.81,1.280989043,-0.6245447255,0.5
1.82,1.240515655,-0.6720391095,0.5
1.83,1.196540374,-0.7175176011,0.5
1.84,1.149161491,-0.760650615,0.5
1.85,1.098513913,-0.8011124115,0.5
1.86,1.044769476,-0.8385858439,0.5
1.87,0.988136571,-0.8727672588,0.5
1.88,0.9288590122,-0.9033714339,0.5
1.89,0.8672141517,-0.9301364238,0.5
1.9,0.8035102274,-0.9528281807,0.5
1.91,0.738082986,-0.9712448156,0.5
1.92,0.6712916339,-0.9852203693,0.5
1.93,0.6035141995,-0.9946279759,0.5
1.94,0.5351424161,-0.9993823145,0.5
1.95,0.4665762473,-0.9994412703,0.5
1.96,0.3982182004,-0.9948067477,0.5
1.97,0.3304675736,-0.9855246097,0.5
1.98,0.2637147922,-0.9716837452,0.5
1.99,0.1983359812,-0.953414296,0.5
2,0.1346879129,-0.9308851052,0.5
2.01,0.07310345377,-0.9043004693,0.5
2.02,0.01388761138,-0.8738963014,0.5
2.03,-0.04268573831,-0.8399358246,0.5
2.04,-0.09637639065,-0.8027049275,0.5
2.05,-0.1469795928,-0.7625073157,0.5
2.06,-0.1943270645,-0.7196595914,0.5
2.07,-0.2382872826,-0.6744863886,0.5
2.08,-0.2787650745,-0.6273156771,0.5
2.09,-0.3157005839,-0.578474336,0.5
2.1,-0.3490676833,-0.5282840801,0.5
2.11,-0.3788719211,-0.4770578019,0.5
2.12,-0.4051480928,-0.4250963774,0.5
2.13,-0.4279575289,-0.3726859598,0.5
2.14,-0.4473851887,-0.3200957736,0.5
2.15,-0.4635366464,-0.2675764024,0.5
2.16,-0.4765350449,-0.2153585523,0.5
2.17,-0.4865180876,-0.163652262,0.5
2.18,-0.4936351247,-0.1126465225,0.5
2.19,-0.4980443838,-0.06250926273,0.5
2.2,-0.4999103813,-0.01338765542,0.5
2.21,-0.4994015417,0.03459130499,0.5
2.22,-0.4966880442,0.08131999995,0.5
2.23,-0.491939906,0.126709206,0.5
2.24,-0.4853253043,0.1706869785,0.5
2.25,-0.4770091359,0.2131974397,0.5
2.26,-0.4671518035,0.2541995061,0.5
2.27,-0.4559082188,0.2936655874,0.5
2.28,-0.4434270064,0.3315802821,0.5
2.29,-0.4298498928,0.3679390938,0.5
2.3,-0.4153112614,0.4027471846,0.5
2.31,-0.3999378565,0.4360181814,0.5
2.32,-0.3838486172,0.4677730452,0.5
2.33,-0.3671546252,0.498039011,0.5
2.34,-0.3499591457,0.5268486035,0.5
2.35,-0.3323577528,0.5542387316,0.5
2.36,-0.3144385171,0.5802498618,0.5
2.37,-0.2962822478,0.6049252698,0.5
2.38,-0.2779627759,0.6283103688,0.5
2.39,-0.2595472674,0.650452111,0.5
2.4,-0.2410965593,0.6713984584,0.5
2.41,-0.2226655081,0.6911979192,0.5
2.42,-0.204303347,0.7098991446,0.5
2.43,-0.1860540439,0.7275505816,0.5
2.44,-0.1679566567,0.7442001779,0.5
2.45,-0.150045682,0.7598951318,0.5
2.46,-0.132351394,0.7746816859,0.5
2.47,-0.1149001721,0.7886049571,0.5
2.48,-0.09771481377,0.8017088009,0.5
2.49,-0.08081483374,0.8140357049,0.5
2.5,-0.06421674648,0.8256267092,0.5
2.51,-0.04793433316,0.8365213485,0.5
2.52,-0.03197889206,0.8467576149,0.5
2.53,-0.01635947284,0.8563719372,0.5
2.54,-0.001083094782,0.865399175,0.5
2.55,0.01384505047,0.8738726252,0.5
2.56,0.02842141124,0.8818240384,0.5
2.57,0.04264390245,0.8892836443,0.5
2.58,0.05651174608,0.8962801842,0.5
2.59,0.0700253246,0.9028409486,0.5
2.6,0.08318604664,0.9089918197,0.5
2.61,0.09599622423,0.9147573171,0.5
2.62,0.1084589608,0.9201606461,0.5
2.63,0.1205780494,0.9252237477,0.5
2.64,0.1323578797,0.9299673496,0.5
2.65,0.1438033546,0.9344110176,0.5
2.66,0.1549198141,0.9385732072,0.5
2.67,0.1657129667,0.9424713149,0.5
2.68,0.176188828,0.9461217284,0.5
2.69,0.1863536649,0.9495398762,0.5
2.7,0.1962139461,0.952740276,0.5
2.71,0.2057762976,0.9557365814,0.5
2.72,0.2150474629,0.9585416275,0.5
2.73,0.2240342676,0.9611674748,0.5
2.74,0.2327435884,0.9636254513,0.5
2.75,0.2411823248,0.9659261934,0.5
2.76,0.2493573749,0.968079684,0.5
2.77,0.257275614,0.9700952904,0.5
2.78,0.2649438754,0.9719817994,0.5
2.79,0.2723689341,0.9737474508,0.5
2.8,0.2795574929,0.9753999698,0.5
2.81,0.2865161695,0.9769465974,0.5
2.82,0.2932514865,0.978394119,0.5
2.83,0.2997698623,0.9797488923,0.5
2.84,0.3060776036,0.9810168725,0.5
2.85,0.3121808994,0.9822036375,0.5
2.86,0.3180858155,0.9833144103,0.5
2.87,0.3237982909,0.9843540815,0.5
